"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"298","Saint Joseph's (SJU Dirty Doves)","College","Women","Philadelphia","PA","/teams/events/Eventteam/?TeamId=7yNT5liqj2TE7D%2b86GaBgtYXj51CVLPB7i7TFjjcYyg%3d",NA,NA,NA,NA,NA,NA,0,6,225,0.000291328048588585
"299","Christopher Newport (Airbenders)","College","Women","Newport News","VA","/teams/events/Eventteam/?TeamId=CUEtx5yPxgxzKdUuRBLTH%2fOzgphLt6TTfOcb%2bGJ4UpY%3d",NA,NA,NA,NA,NA,NA,1,3,52,0.000247683025969905
"300","Southern Indiana (Anomaly)","College","Women","Evasnville","IN","/teams/events/Eventteam/?TeamId=ir7MWkWJIToNeyvIrEqdahUBvVFB0BaK1GKzWDy3OJ8%3d",228,"Southern Indiana",-266,"Division I","Great Lakes","Eastern Great Lakes DI",3,16,238,0.000238150906436684
"301","Cleveland State (Valkyries)","College","Women","Cleveland","OH","/teams/events/Eventteam/?TeamId=FrmbKCS13t3kk%2feW56ZYzyFokew%2fxgweJpw8p9RpZ%2bY%3d",NA,NA,NA,NA,NA,NA,2,2,57,0.000215657902113929
"302","Franklin & Marshall (Blue Moon)","College","Women","Lancaster","PA","/teams/events/Eventteam/?TeamId=uodiv86ZX9s%2bHSL2%2fhU%2f%2bxwMca5tXn%2fK5Yk%2fRuxvPuA%3d",NA,NA,NA,NA,NA,NA,0,8,95,0.000207801328249769
"303","Amherst-B (Darko)","College","Women","Amherst","MA","/teams/events/Eventteam/?TeamId=K%2b0pNRW0acs5bjF6CjxVqngDZZfUTTAYgzsIO3ux0%2fg%3d",NA,NA,NA,NA,NA,NA,2,3,7,0.000193057374053098
"304","Western Washington-B (Nyx)","College","Women","Bellingham","WA","/teams/events/Eventteam/?TeamId=o%2briYrRZUfFOLK5zAndbuE7zvl%2fRBftO1tODGmxts40%3d",NA,NA,NA,NA,NA,NA,1,4,298,0.000187945385542082
"305","Haverford-B (Sneetches B)","College","Women","Haverford","PA","/teams/events/Eventteam/?TeamId=MHEKFEHlKtI%2fz1przE6CwUe6Df6mVz9dqOy5igPhzNQ%3d",NA,NA,NA,NA,NA,NA,1,5,116,0.000162143296368741
"306","St Mary's (Maryland) (SMUT)","College","Women","St. Mary's City","MD","/teams/events/Eventteam/?TeamId=eJWxnZPlxS9DYPW45QWzvI%2f5%2b%2bBayY04TOJ%2bpuP4YNw%3d",NA,NA,NA,NA,NA,NA,2,10,240,0.000119163919137162
"307","Rhode Island-B (Disky)","College","Women","KINGSTON","RI","/teams/events/Eventteam/?TeamId=WsRIhXLa26lGwDt2EBYDMWZRco8X7ZFgasCME5FwUa8%3d",NA,NA,NA,NA,NA,NA,0,6,218,9.88202492882784e-05
"308","Columbia-B (Columbia B)","College","Women","New York","NY","/teams/events/Eventteam/?TeamId=1MPllM63%2b%2b5MgWrZsuQIutvSszNPXKGNk8PvrnNzkpE%3d",225,"Columbia B",-183,"Division I","Metro East","Eastern Metro East DI",2,14,65,8.10274582489842e-05
"309","Kalamazoo (Queen Beez Ultimate)","College","Women","Kalamazoo","MI","/teams/events/Eventteam/?TeamId=T8gqThvovOnWFKbtBsGNkHlAL%2bBpfWvXjcQwqx9Iygs%3d",NA,NA,NA,NA,NA,NA,2,4,130,7.01196692647384e-05
"310","Olivet Nazarene (Lady Penguins)","College","Women","Bourbonnais","IL","/teams/events/Eventteam/?TeamId=ABkvmqJyDYHMIeFiPTVETYHyKEp94qaWAylrRUAL308%3d",NA,NA,NA,NA,NA,NA,0,11,199,4.75195967948985e-05
"311","Johns Hopkins (Blue Footed Boobies )","College","Women","Baltimore","MD","/teams/events/Eventteam/?TeamId=4z%2bljrCWkK7Nfk53xK72QoyH%2bki23XUn8DR6ipORMMk%3d",NA,NA,NA,NA,NA,NA,0,7,129,4.7484879495244e-05
"312","Union (Tennessee) (Union Jillz)","College","Women","Jackson","TN","/teams/events/Eventteam/?TeamId=kqjUBl8Inl%2fZcR7k6XrBzUiE%2fx6SnoQ7d7Jx%2fbryxf8%3d",NA,NA,NA,NA,NA,NA,1,5,275,1.72393349779453e-05
"313","Clark (Joan of Clark)","College","Women","Worcester","MA","/teams/events/Eventteam/?TeamId=RVCi8gVzhqdIzp8BOpJK2RXP6QXW6kiqlZjQxp05Jg0%3d",NA,NA,NA,NA,NA,NA,0,6,55,3.90444129661066e-06
"314","Bates B (Coldfront B)","College","Women","Lewiston","ME","/teams/events/Eventteam/?TeamId=xwijudkk%2bOdzlyo9i4CKeukOEmFh9uB1iVjD%2fBUlmUY%3d",NA,NA,NA,NA,NA,NA,0,2,16,0
"315","East Carolina (Black Pearl)","College","Women","Greenville","NC","/teams/events/Eventteam/?TeamId=5h%2fS2zdI70ujb8OZmVgLyTuAKUOwdGxFEjyA%2fYeTfFI%3d",NA,NA,NA,NA,NA,NA,0,4,84,0
"316","New Mexico (Bombshells)","College","Women","Albuquerque","NM","/teams/events/Eventteam/?TeamId=nr%2bgELvcAYmhV6EAVZKyx5U2iTxCQDk%2b9NeLZte4etU%3d",NA,NA,NA,NA,NA,NA,0,2,173,0
"317","Oberlin-B (Preying Manti B)","College","Women","Oberlin","OH","/teams/events/Eventteam/?TeamId=UTEygMd%2fgirRoeD0VwqCRLAkPObqll2LDrbxi1MulaM%3d",NA,NA,NA,NA,NA,NA,0,12,190,0
